Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
15693,21091023_143127,KaggleTestSnippet_HCA_1361_f.36v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the America],Mariner,Boatswain [of the America],,,May 4th 1648,America,William Haddock [master],,,,"""About eight monethes after they were soe entred into the service of the said State of Venice in the said shipp the America, and were ready to enter into fight with the Turkes the said Grayson endeavoured to dishearten the company of the said shipp (shee being then in the harbour of the Isle of Melo)  from fighting with the Turkes, telling them openly in the shipp and with much earnestness that if they gott any wounds or hurts in the said fight hee would not helpe or care them, unlesse they would first give him a note under their hands to pay him for the  care soe much as hee should thinke fitt, and that otherwise they should lie and wallowe in their owne blood, and persih, and some of them hee said (which hee named not) should perish like the untimely fruite of a woman, or hee then or there used words to the same effect the premisses hee knoweth being present at the speaking of it"" (HCA 13/61 f.36v)",,,England,Wapping,N/A,,Middlesex,40,1648,Richardus,,Ewers,[London [England]/Venice; Service of the State of Venice; other ports within the Streights; Isle of Melo/London [England]]
16188,21091023_152430,KaggleTestSnippet_HCA_1361_f.374r.PNG,HCA 13/61,Signature,Roman,"Nauta [mariner]; Master's mate [of the Constant Reformation, one of the revolted fleet]",Mariner,"Master's mate [of the Constant Reformation, one of the revolted ffleete]",,,,Constant Reformation,,,,,,,,England,Redriff,,,Surrey,28,1649,Edwardus,,Farmer,[?/Downs [Kent; England]/?]
16126,21091023_151825,KaggleTestSnippet_HCA_1361_f.335r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Common seaman [of the Saint Gregorie of Hoorn],Mariner,Common seaman [of the Daint Gregorie of Hoorn],,,,Saint Gregorie of Hoorn,John Johnson Poortier,Hoorn [Holland; United Provinces],,,,"""Hee was once in England five yeares since and hath since beene a prisoner with some English men in the West Indies and learned much English there and can understand and speake the English tongue indifferent well, but understandeth more then hee can readaly speake"" (HCA 13/61 f.335r)",,Dukedom of Friesia,,,Leaverdensi,West Friesland,24,1649,Johannes,,Fedus,[River Thames]
16506,21091023_160111,KaggleTestSnippet_HCA_1361_f.516r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Charles]; One of the company [of the Charles],Mariner,Master's mate [of the Charles]; One of the company [of the Charles],,,Jun 5th 1649,Charles,Henry Batten [master],,,,,,,England,,Saint Mary Matsellon alias Whitechapel,London,,34,1649,Emanuel,,Fernando,[?/Ostend [Flanders] [Spanish Netherlands]/London [England]/?]
16496,21091023_160039,KaggleTestSnippet_HCA_1361_f.511v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Not employed in named ship; Viewed damage to ship the Mary of East Greenwich,Mariner,Not employed in named ship,Viewed damage to ship the Mary of East Greenwich,,,Mary of East Greenwich,James Kendall [master],East Greenwich [Kent; England],,LADING AT NEWCASTLE: COAL,,,,England,,,Yarmouth,Norfolk,41,1649,Samuel,,Feser,[London [England]/Newcastle [England]/London [England]]
16113,21091023_151514,KaggleTestSnippet_HCA_1361_f.311v.PNG,HCA 13/61,Signature,Roman,Waterman,Waterman,,,,,Unnamed waterman's boat,,,,,,,,England,N/A,Stepney,,Middlesex,26,1649,Thomas,,Fettiplace,[River Thames]
16281,21091023_153810,KaggleTestSnippet_HCA_1361_f.421v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the ffortune],Mariner,Master [of the ffortune],,,,ffortune,Samuel ffezer [master],,,,,"""The said Gifford Bales at the instance and request of the said Thomas ffortescue did lend and deliver unto the said ffortescue at his the said Mr Bales his house in a lane neere Towerstreete called (as this deponent taketh it) Marke Lane for the providing and buying of necessaries and for the repariring and fitting out of the said shipp the ffortune for the aforesaid voyage the summe of three score pounds of lawfull English money, which hee the said ffortescue then and there received, which this deponent knoweth to be true because hee this deponent was there present at the said delivery and receiving therof and sawe the same tolde which was soe donne (as hee remembreth) on a day in or about the beginning of the month of May last past and before the tenth day of the said month"" (HCA 13/61 f.421r)",,England,,,Yarmouth,Norfolk,41,1649,Samuell,,ffezer,[London [England]/[Greenland [Spitzbergen]/London [England]]
15716,21091023_143321,KaggleTestSnippet_HCA_1361_f.48v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Prince Christian]; One of the company [of the Prince Christian],Mariner,Master's mate [of the Prince Christian]; One of the company [of the Prince Christian],,,,Prince Christian,Andreas Peterson Bourse [master],,,,,,,Denmark,,,[?Orenup],,50,1648,Jacob,,fflesh,[Waterford [Ireland]/Middleburg [Zeeland; United Provinces]
16227,21091023_152807,KaggleTestSnippet_HCA_1361_f.398r.PNG,HCA 13/61,Marke,N/A,Nauta [mariner]; Quartermaster [of the Pilgrim],Mariner,Quartermaster [of the Pilgrim],,,,Pilgrim,,,,,"""Elias Pilgrim arlate beinge master of the said shipp the Gillyflower did usually keepe a booke of accompts of what hee received and layed  forth for and concerning the said shipp"" (HCA 13/61 f.",,,England,,Precinct of Saint Catherines near the Tower of London,,,36,1649,Johannes,,ffletcher,[London [England]/Guinea/Barbados/?London]]
16050,21091023_150724,KaggleTestSnippet_HCA_1361_f.258r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; No office [of the Charles]; One of the company [of the Charles],Mariner,No office [of the Charles]; One of the company [of the Charles],,,,Charles [ketch] [burthen = 40 tons],Thomas Cowell [master],,40,LADING: COAL,,,,England,,All Hallows Barking,London,,35,1649,Jacobus,,ffordham,[River Thames; Tower wharf]
16015,21091023_150227,KaggleTestSnippet_HCA_1361_f.221r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the Scipio]; One of the company [of the Scipio],Mariner,Boatswain [of the Scipio]; One of the company [of the Scipio],,,Jan 4th 1648,Scipio [burthen probably = 350 tons],Thomas Ewen [master],,350,LADING AT ZANT AND ZEPHALONIA: CURRANTS,,,,England,N/A,Stepney,,Middlesex,34,1649,Humfridus,,ffosse,[London [England]/Genoa/Livorno/Tunis [Barbary]/Smirna/Livorno/Zant/Zephalonia/Alicante [Spain]/Downs [Kent; England]/London [England]
15664,21091023_142643,KaggleTestSnippet_HCA_1361_f.7r.PNG,HCA 13/61,Signature,Roman,"Nauta [mariner]; Master [of unnamed ship]; Mariner, possibly pilot [of the Seaflower, homewards from Barbados]; Part-owner [of the Seaflower]; Seaman",Mariner,"Master [of unnamed ship]; Mariner, possibly pilot [of the Seaflower, homewards from Barbados]; Passenger [of the Seaflower]; Seaman",Part-owner [of the Seaflower],,Jan 20th 1648,Seaflower,Miles or Simon Cawson [master],,,LADING AT BARBADOS: COTTON WOOL,,,,England,Redriff,,,Surrey,30,1648,Guilielmus,,ffoulier,[?/Guinea; Binney/Barbados/London [England]]
16182,21091023_152356,KaggleTestSnippet_HCA_1361_f.370r.PNG,HCA 13/61,?Marke,N/A,"Nauta [mariner]; Entertained in the service under Michael Piles, master [of the Jonas]",Mariner,"Entertained in the service under Michael Piles, master  [of the Jonas]",,,,Jonas (burthen = 210 to 240 tons),Miles Pyles [master],,225,LADING AT NEWFOUNDLAND: FISH,,,,England,,Saint Botolphs Algate,London,,30,1649,Willielmus,,ffowler,[London [England]/Dartford [Devon; England]/Newfoundland/San Lucar [Spain]/London [England]]
15679,21091023_142832,KaggleTestSnippet_HCA_1361_f.18r.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; Common man [of the Sarah Bonadventure]; One of the company [of the Sarah Bonadventure],Mariner,Common man [of the Sarah Bonadventure]; One of the company [of the Sarah Bonadventure],,,,Sarah Bonadventure,Jeremy or Juniper Plover [master],,,LADING AT DANZIG: CORN,,,,England,Wapping,N/A,,Middlesex,36,1648,Julius,,ffowles,[London [England]/Danzig/Elsenore [Denmark]/Harwich [Essex; England]/London [England]]
15915,21091023_145526,KaggleTestSnippet_HCA_1361_f.175v_Two.PNG,HCA 13/61,Signature,Roman,"Generosus [gentleman]; Present at signing of bills of sale in shop of his master John Rolfe scrivener and goldsmith located in Cornhill, London",Gentleman,,"Present at signing of bills of sale in shop of his master John Rolfe scrivener and goldsmith located in Cornhill, London",,,Releife,,,,,,,,England,,[?Saint ?XXXX Virgin],London,,29,1648,Samuel,,ffrisby,NO VOYAGE DETAILS
15763,21091023_143920,KaggleTestSnippet_HCA_1361_f.87r.PNG,HCA 13/61,Signature,Roman,Generosus [gentleman]; Bill of sale of the ship the James made by William Courteen Esquire in presence of the deponent,Gentleman,,Bill of sale of the ship the James made by William Courteen Esquire in presence of the deponent,,,James,,,,,"""And to his best remembranse the same was soe donne in the then dwelling house of him the said William Courteene esquire scituate in ffenchurch streete London, and all and singular the contents of the said schedule were and are true and soe had and donne as therein is contayned, which hee knoweth to be true, because hee hath now with him the draught of the said bill of sale out of or by which the said originall bill of sale was ingrossed, which draught hath nin ever since in the custody of him this deponent and the same doth fully agree with the said schedule being compared therewith"" (HCA 13/61 f.86v)",,,England,,All Hallows Staining,London,,30,1648,Johannes,,ffrith,NO VOYAGE DETAILS
15819,21091023_144527,KaggleTestSnippet_HCA_1361_f.118r.PNG,HCA 13/61,Signature,Roman,"Yeoman; Servant [to Mr Rose, Lieutenant in the shipp the Couvertine]",Yeoman,"Servant [to Mr Rose, Lieutenant in the shipp the Couvertine]",,,,Couvertine [man of war],John Mann [captain],,,,,,,England,,,Hyethfeild,Sussex,N/A,1648,Richard,,ffuller,[?/North Yarmouth [Norfolk; England]/?]
16460,21091023_155846,KaggleTestSnippet_HCA_1361_f.497r.PNG,HCA 13/61,Signature,Roman,Haberdasher; Commander [of the Constant of London],Haberdasher,Commander [of the Constant of London],,,,Constant of London,John Fletcher [commander],London [England],,,"""Which hee knoweth to be true for the reasons aforesaid, and because hee hath lately perused his journall for that voyage, and findeth the winde to have then bin as hee hath here deposed"" (HCA 13/61 f.497r)",,,England,,Saint Johns near Dowgate,London,,35,1649,Johannes,,Fletcher,[London [England]/Barbados/?]
15844,21091023_144905,KaggleTestSnippet_HCA_1361_f.135r.PNG,HCA 13/61,Signature,Roman,Armiger [esquire]; Gentleman of the Chamber of the Lord Duke of Lorraine,Esquire; Gentleman of the Chamber of the Lord Duke of Lorraine,,,,,,,,,,"""The said letter is the same that this deponent as Resident for the said Lorde Duke in this Kingdome did present to Mr Doctor Clarcke allegate, and saith that hee this deponent is very well acquainted with the hand writing of him the said Lord Duke of Lorraine, having both at Bruxelles and alsoe in Lorraine seene him subscribe his name to many writings, and having seene him write many things, this deponent being in those parts gentleman of the chamber of the said Duke, and for those reasons hee saith hee well knoweth that the said letter was and is subscribed by the proper hand of his Highnes the said Duke of Lorraine, and saith the same came in a packet from the said Duke to this deponent to be by him presented to Mr Doctor Clercke and his colleagues. And saith the contents of the said letter were and are true, for hee saith that of his this deponents knowledge the said Lord Duke gave Commission to the Captaines therein named"" (HCA 13/61 f.135r)",,,,,,[?],,58,1648,Anthonius,,Fortescue,
16537,21091023_160328,KaggleTestSnippet_HCA_1361_f.532r_One.PNG,HCA 13/61,Marke,N/A,Mariner; Master's mate [of the Adam and Eve],Mariner,Master's mate [of the Adam and Eve],,,,Adam and Eve,Thomas Selby,,,,,,,England,,,Newcastle,Northumbria,28,1649,Anthonius,,Foster,[?/Gallion's Reach [River Thames; London; England]/?]
16490,21091023_160026,KaggleTestSnippet_HCA_1361_f.510r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the William and George]; One of the company [of the William and George],Mariner,Boatswain [of the William and George]; One of the company [of the William and George],,,,William and George,Robert Reeve,,,,,,,England,,Saint Bottolphs without Algate,London,,27,1649,Johannes,,Fox,[?/Virginia/?]
15681,21091023_142858,KaggleTestSnippet_HCA_1361_f.20v.PNG,HCA 13/61,Marke,N/A,Nauta [mariner]; Common man [of the Sarah Bonadventure]; One of the company [of the Sarah Bonadventure],Mariner,Common man [of the Sarah Bonadventure]; One of the company [of the Sarah Bonadventure],,,,Sarah Bonadventure,Jeremy or Juniper Plover [master],,,LADING AT DANZIG: CORN,,,,England,Wapping,N/A,,Middlesex,26,1648,Edwardus,,Foxe,[London [England]/Danzig/Elsenore [Denmark]/Harwich [Essex; England]/London [England]]
15794,21091023_144346,KaggleTestSnippet_HCA_1361_f.105v.PNG,HCA 13/61,Signature,Roman,Shipwright; Carpenter [on ship] [of the George of London]; Master [of a shallopp belonging to the George of London],Shipwright,Carpenter [on ship] [of the George of London],,,,George of London [pinnace],Mr Lee,London [England],,,"""The interrogate George Ireland did expressely forbidd this respondent from bringing any letters from the parts aforesaid uppon paine of loosing his wages, and as he heard diverse others of the company say, hee forbade them the like upon the same paine"" (HCA 13/61 f.104v) [THIS IS AN INTRIGUING COMMENT BY THE DEPONENT, BUT IT IS NOT CLEAR WHAT THIS 12TH ARTICLE OF THE ALLEGATION IS DRIVING AT]",,,England,,Saint Olaves Southwark,Southwark,Surrey,36,1648,Georgius,,Francke,[London [England]/Guinea/London [England]]
16213,21091023_152711,KaggleTestSnippet_HCA_1361_f.391v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; One of the company [of the Abigael of Birghthampson],Mariner,One of the company [of the Abigael of Brighthampson],,,,Abigael of Brighthampson [bark; ketch] [est. burthen = 55 tons],Robert Longe [master],Brighthampson [Sussex; England],55,"LADING AT CHICHESTER: MALT ""The mault in question was not measured at the lading therof on board the said barque in the presence of the said Lange or any of his company, but saith the same was brought in carts a mile or thereabouts from Chichester to Saltmill and there putt into boates, and thnce carried in boates about two miles before it was put aboard the barke, in which space none of the company of the said barque had the charge of the same or were present to oversee it, but saith the same was put into the said barque next wayes out of the sacks without any measuring thereof of this deponent's sight"" (HCA 13/61 f.391r)",,"""The mault in question was not measured at the lading therof on board the said barque in the presence of the said Lange or any of his company, but saith the same was brought in carts a mile or thereabouts from Chichester to Saltmill and there putt into boates, and thnce carried in boates about two miles before it was put aboard the barke, in which space none of the company of the said barque had the charge of the same or were present to oversee it, but saith the same was put into the said barque next wayes out of the sacks without any measuring thereof of this deponent's sight"" (HCA 13/61 f.391r); ""During such tyme as the said corne was in lading and putting on board the said barque this deponent seeing the sacks of a boates loade thereof somwhat slackly filled, and suspecting the measure, went to the said Mr Exton to his house in Chichester and tolde him it was fitt they should have a bushell on board to measure the said corne or such sacks thereof as they thought good and desired him they might have a bushell to that purpose, but saith the said Mr Exton put him off, and told him they neede not doubt of their measure or to that effect..."" (HCA 13/61 f.391r); ""After the said lading of the said corne the said Lange sett saile with the said vessell and came towards London and here unladed and discharged the same to him the said Exton and his assignes by measure of such a bushell as hee the said Exton produced, to the number of 200 quarters and a halfe quarter of mault, this deponent seeing a greate part therof soe measured and delivered in the presence of him the said Mr Exton whoe scored up the number of quarters at such delivery thereof"" (HCA 13/61 f.391r); ""The said mault at the time of delivery thereof into the said barque was not skreened but fowle and dustie and this deponent hath since the premisses herard the said Exton acknowledge that the same was not then skreened and saith mault unskreened delivered on board any shipp at the place aforesaid or thereabouts will at the time of the delivery thereof out againe at London abate and fall short of the measure it was delivered. And therefore it is usuall and accustomed for merchants that lade the same to allowe for wast a quarter in the skore, for soe much or thereabouts unskreened corne doth usually fall short not withstanding the care and diligence of the master and company"" (HCA 13/61 f.391v); ""The said Mr Exton said that there were 11 score quarters of malt laded on board the said barque"" (HCA 13/61 f.391v)",,England,,,Brighthampson,Sussex,27,1649,Samuel,,Friend,[Chichester [Sussex; England]]/London [England]/?]
